Protocol Version #Servers #Readers #Writers #Q RInt WInt RTot1Comm RTot2Comm RAve2comm RRatio RPercentage RAveTime WTot1Comm WTot2Comm WAve2comm WRatio WPercentage WAveTime
CWFR randInt 15 10 20 15 4 4 996 254 50.8000 .2032 20.32 1.7167 0 2500 500.0000 1.0000 100.00 2.7103
CWFR randInt 15 20 20 15 4 4 1975 525 105.0000 .2100 21.00 1.7182 0 2500 500.0000 1.0000 100.00 2.7034
CWFR randInt 15 40 20 15 4 4 3916 1084 216.8000 .2168 21.68 1.7346 0 2500 500.0000 1.0000 100.00 2.7379
CWFR randInt 15 80 20 15 4 4 7933 2067 413.4000 .2067 20.67 1.7088 0 2500 500.0000 1.0000 100.00 2.7075
CWFR randInt 15 10 40 15 4 4 1059 191 38.2000 .1528 15.28 1.6313 0 5000 1000.0000 1.0000 100.00 2.6948
CWFR randInt 15 20 40 15 4 4 2096 404 80.8000 .1616 16.16 1.6683 0 5000 1000.0000 1.0000 100.00 2.7466
CWFR randInt 15 40 40 15 4 4 4231 769 153.8000 .1538 15.38 1.6798 0 5000 1000.0000 1.0000 100.00 2.7883
CWFR randInt 15 80 40 15 4 4 8471 1529 305.8000 .1529 15.29 1.6431 0 5000 1000.0000 1.0000 100.00 2.7120
CWFR randInt 15 10 80 15 4 4 1129 121 24.2000 .0968 9.68 1.5816 0 10000 2000.0000 1.0000 100.00 2.7168
CWFR randInt 15 20 80 15 4 4 2296 204 40.8000 .0816 8.16 1.5801 0 10000 2000.0000 1.0000 100.00 2.7449
CWFR randInt 15 40 80 15 4 4 4540 460 92.0000 .0920 9.20 1.5865 0 10000 2000.0000 1.0000 100.00 2.7751
CWFR randInt 15 80 80 15 4 4 9135 865 173.0000 .0865 8.65 1.5934 0 10000 2000.0000 1.0000 100.00 2.7861
SSO_APRX randInt 15 10 10 15 4 4 1023 227 45.4000 .1816 18.16 1.7232 660 590 118.0000 .4720 47.20 2.0824
SSO_APRX randInt 15 20 10 15 4 4 2079 421 84.2000 .1684 16.84 1.6915 701 549 109.8000 .4392 43.92 2.0137
SSO_APRX randInt 15 40 10 15 4 4 4068 932 186.4000 .1864 18.64 1.7619 726 524 104.8000 .4192 41.92 2.0458
SSO_APRX randInt 15 80 10 15 4 4 8108 1892 378.4000 .1892 18.92 1.7410 665 585 117.0000 .4680 46.80 2.0608
SSO_APRX randInt 15 10 20 15 4 4 902 348 69.6000 .2784 27.84 1.8877 615 1885 377.0000 .7540 75.40 2.4194
SSO_APRX randInt 15 20 20 15 4 4 1772 728 145.6000 .2912 29.12 1.9071 594 1906 381.2000 .7624 76.24 2.4363
SSO_APRX randInt 15 40 20 15 4 4 3560 1440 288.0000 .2880 28.80 1.9533 589 1911 382.2000 .7644 76.44 2.5125
SSO_APRX randInt 15 80 20 15 4 4 7014 2986 597.2000 .2986 29.86 1.9206 589 1911 382.2000 .7644 76.44 2.4507
SSO_APRX randInt 15 10 40 15 4 4 778 472 94.4000 .3776 37.76 2.1628 170 4830 966.0000 .9660 96.60 2.7767
SSO_APRX randInt 15 20 40 15 4 4 1519 981 196.2000 .3924 39.24 2.1681 189 4811 962.2000 .9622 96.22 2.7663
SSO_APRX randInt 15 40 40 15 4 4 3010 1990 398.0000 .3980 39.80 2.2230 172 4828 965.6000 .9656 96.56 2.8198
SSO_APRX randInt 15 80 40 15 4 4 6097 3903 780.6000 .3903 39.03 2.1664 191 4809 961.8000 .9618 96.18 2.7694
SSO_APRX randInt 15 10 80 15 4 4 546 704 140.8000 .5632 56.32 2.4915 61 9939 1987.8000 .9939 99.39 2.7840
SSO_APRX randInt 15 20 80 15 4 4 1158 1342 268.4000 .5368 53.68 2.4645 60 9940 1988.0000 .9940 99.40 2.7725
SSO_APRX randInt 15 40 80 15 4 4 2367 2633 526.6000 .5266 52.66 2.5295 66 9934 1986.8000 .9934 99.34 2.8649
SSO_APRX randInt 15 80 80 15 4 4 4683 5317 1063.4000 .5317 53.17 2.4741 52 9948 1989.6000 .9948 99.48 2.8047
