Protocol Version #Servers #Readers #Writers #Q RInt WInt RTot1Comm RTot2Comm RAve2comm RRatio RPercentage RAveTime WTot1Comm WTot2Comm WAve2comm WRatio WPercentage WAveTime
SIMPLE randInt 20 10 10 190 4 4 0 1250 250.0000 1.0000 100.00 2.6168 0 1250 250.0000 1.0000 100.00 2.5985
SIMPLE randInt 20 20 10 190 4 4 0 2500 500.0000 1.0000 100.00 2.6651 0 1250 250.0000 1.0000 100.00 2.6610
SIMPLE randInt 20 40 10 190 4 4 0 5000 1000.0000 1.0000 100.00 2.6332 0 1250 250.0000 1.0000 100.00 2.6236
SIMPLE randInt 20 80 10 190 4 4 0 10000 2000.0000 1.0000 100.00 2.6246 0 1250 250.0000 1.0000 100.00 2.6122
SIMPLE randInt 20 10 20 190 4 4 0 1250 250.0000 1.0000 100.00 2.6423 0 2500 500.0000 1.0000 100.00 2.6287
SIMPLE randInt 20 20 20 190 4 4 0 2500 500.0000 1.0000 100.00 2.7436 0 2500 500.0000 1.0000 100.00 2.7163
SIMPLE randInt 20 40 20 190 4 4 0 5000 1000.0000 1.0000 100.00 2.6414 0 2500 500.0000 1.0000 100.00 2.6336
SIMPLE randInt 20 80 20 190 4 4 0 10000 2000.0000 1.0000 100.00 2.6401 0 2500 500.0000 1.0000 100.00 2.6314
SIMPLE randInt 20 10 40 190 4 4 0 1250 250.0000 1.0000 100.00 2.6606 0 5000 1000.0000 1.0000 100.00 2.6470
SIMPLE randInt 20 20 40 190 4 4 0 2500 500.0000 1.0000 100.00 2.6387 0 5000 1000.0000 1.0000 100.00 2.6240
SIMPLE randInt 20 40 40 190 4 4 0 5000 1000.0000 1.0000 100.00 2.6540 0 5000 1000.0000 1.0000 100.00 2.6413
SIMPLE randInt 20 80 40 190 4 4 0 10000 2000.0000 1.0000 100.00 2.6064 0 5000 1000.0000 1.0000 100.00 2.5891
SIMPLE randInt 20 10 80 190 4 4 0 1250 250.0000 1.0000 100.00 2.6583 0 10000 2000.0000 1.0000 100.00 2.6457
SIMPLE randInt 20 20 80 190 4 4 0 2500 500.0000 1.0000 100.00 2.6549 0 10000 2000.0000 1.0000 100.00 2.6437
SIMPLE randInt 20 40 80 190 4 4 0 5000 1000.0000 1.0000 100.00 2.6187 0 10000 2000.0000 1.0000 100.00 2.6035
SIMPLE randInt 20 80 80 190 4 4 0 10000 2000.0000 1.0000 100.00 2.6718 0 10000 2000.0000 1.0000 100.00 2.6588
CWFR randInt 20 10 10 190 4 4 901 349 69.8000 .2792 27.92 1.7585 0 1250 250.0000 1.0000 100.00 2.6307
CWFR randInt 20 20 10 190 4 4 1807 693 138.6000 .2772 27.72 1.7648 0 1250 250.0000 1.0000 100.00 2.6669
CWFR randInt 20 40 10 190 4 4 3629 1371 274.2000 .2742 27.42 1.7688 0 1250 250.0000 1.0000 100.00 2.6791
CWFR randInt 20 80 10 190 4 4 7188 2812 562.4000 .2812 28.12 1.7536 0 1250 250.0000 1.0000 100.00 2.6190
CWFR randInt 20 10 20 190 4 4 907 343 68.6000 .2744 27.44 1.7646 0 2500 500.0000 1.0000 100.00 2.6721
CWFR randInt 20 20 20 190 4 4 1874 626 125.2000 .2504 25.04 1.7400 0 2500 500.0000 1.0000 100.00 2.6560
CWFR randInt 20 40 20 190 4 4 3680 1320 264.0000 .2640 26.40 1.7271 0 2500 500.0000 1.0000 100.00 2.6245
CWFR randInt 20 80 20 190 4 4 7391 2609 521.8000 .2609 26.09 1.7386 0 2500 500.0000 1.0000 100.00 2.6351
CWFR randInt 20 10 40 190 4 4 995 255 51.0000 .2040 20.40 1.6706 0 5000 1000.0000 1.0000 100.00 2.6491
CWFR randInt 20 20 40 190 4 4 2043 457 91.4000 .1828 18.28 1.6444 0 5000 1000.0000 1.0000 100.00 2.6283
CWFR randInt 20 40 40 190 4 4 4058 942 188.4000 .1884 18.84 1.6530 0 5000 1000.0000 1.0000 100.00 2.6495
CWFR randInt 20 80 40 190 4 4 8124 1876 375.2000 .1876 18.76 1.6491 0 5000 1000.0000 1.0000 100.00 2.6304
CWFR randInt 20 10 80 190 4 4 1115 135 27.0000 .1080 10.80 1.5392 0 10000 2000.0000 1.0000 100.00 2.6106
CWFR randInt 20 20 80 190 4 4 2211 289 57.8000 .1156 11.56 1.5575 0 10000 2000.0000 1.0000 100.00 2.6504
CWFR randInt 20 40 80 190 4 4 4428 572 114.4000 .1144 11.44 1.5404 0 10000 2000.0000 1.0000 100.00 2.6043
CWFR randInt 20 80 80 190 4 4 8858 1142 228.4000 .1142 11.42 1.5468 0 10000 2000.0000 1.0000 100.00 2.6313
SSO_APRX randInt 20 10 10 190 4 4 860 390 78.0000 .3120 31.20 2.5623 370 880 176.0000 .7040 70.40 2.6362
SSO_APRX randInt 20 20 10 190 4 4 1667 833 166.6000 .3332 33.32 2.5507 387 863 172.6000 .6904 69.04 2.6381
SSO_APRX randInt 20 40 10 190 4 4 3260 1740 348.0000 .3480 34.80 2.5826 391 859 171.8000 .6872 68.72 2.5919
SSO_APRX randInt 20 80 10 190 4 4 6471 3529 705.8000 .3529 35.29 2.5195 424 826 165.2000 .6608 66.08 2.5345
SSO_APRX randInt 20 10 20 190 4 4 648 602 120.4000 .4816 48.16 3.3162 233 2267 453.4000 .9068 90.68 3.1558
SSO_APRX randInt 20 20 20 190 4 4 1333 1167 233.4000 .4668 46.68 3.3704 194 2306 461.2000 .9224 92.24 3.1982
SSO_APRX randInt 20 40 20 190 4 4 2522 2478 495.6000 .4956 49.56 3.4388 187 2313 462.6000 .9252 92.52 3.1988
SSO_APRX randInt 20 80 20 190 4 4 5054 4946 989.2000 .4946 49.46 3.4560 185 2315 463.0000 .9260 92.60 3.2279
SSO_APRX randInt 20 10 40 190 4 4 425 825 165.0000 .6600 66.00 4.3879 51 4949 989.8000 .9898 98.98 3.4665
SSO_APRX randInt 20 20 40 190 4 4 776 1724 344.8000 .6896 68.96 4.4245 48 4952 990.4000 .9904 99.04 3.4520
SSO_APRX randInt 20 40 40 190 4 4 1590 3410 682.0000 .6820 68.20 4.3917 55 4945 989.0000 .9890 98.90 3.4995
SSO_APRX randInt 20 80 40 190 4 4 3178 6822 1364.4000 .6822 68.22 4.2956 52 4948 989.6000 .9896 98.96 3.4322
SSO_APRX randInt 20 10 80 190 4 4 203 1047 209.4000 .8376 83.76 5.9953 37 9963 1992.6000 .9963 99.63 3.5519
SSO_APRX randInt 20 20 80 190 4 4 351 2149 429.8000 .8596 85.96 6.1192 32 9968 1993.6000 .9968 99.68 3.5694
SSO_APRX randInt 20 40 80 190 4 4 755 4245 849.0000 .8490 84.90 5.7846 34 9966 1993.2000 .9966 99.66 3.5276
SSO_APRX randInt 20 80 80 190 4 4 1610 8390 1678.0000 .8390 83.90 6.2253 33 9967 1993.4000 .9967 99.67 3.6025
