Protocol Version #Servers #Readers #Writers #Q RInt WInt RTot1Comm RTot2Comm RAve2comm RRatio RPercentage RAveTime WTot1Comm WTot2Comm WAve2comm WRatio WPercentage WAveTime
SIMPLE randInt 25 10 80 300 4 4 0 1250 250.0000 1.0000 100.00 2.7694 0 10000 2000.0000 1.0000 100.00 2.7677
SIMPLE randInt 25 20 80 300 4 4 0 2500 500.0000 1.0000 100.00 2.7673 0 10000 2000.0000 1.0000 100.00 2.7573
SIMPLE randInt 25 40 80 300 4 4 0 5000 1000.0000 1.0000 100.00 2.7708 0 10000 2000.0000 1.0000 100.00 2.7638
SIMPLE randInt 25 80 80 300 4 4 0 10000 2000.0000 1.0000 100.00 2.7908 0 10000 2000.0000 1.0000 100.00 2.7797
CWFR randInt 25 10 10 300 4 4 941 309 61.8000 .2472 24.72 1.7753 0 1250 250.0000 1.0000 100.00 2.7294
CWFR randInt 25 20 10 300 4 4 1837 663 132.6000 .2652 26.52 1.8226 0 1250 250.0000 1.0000 100.00 2.7868
CWFR randInt 25 40 10 300 4 4 3699 1301 260.2000 .2602 26.02 1.8188 0 1250 250.0000 1.0000 100.00 2.7884
CWFR randInt 25 80 10 300 4 4 7450 2550 510.0000 .2550 25.50 1.7881 0 1250 250.0000 1.0000 100.00 2.7421
CWFR randInt 25 10 20 300 4 4 979 271 54.2000 .2168 21.68 1.7457 0 2500 500.0000 1.0000 100.00 2.7668
CWFR randInt 25 20 20 300 4 4 1971 529 105.8000 .2116 21.16 1.7247 0 2500 500.0000 1.0000 100.00 2.7338
CWFR randInt 25 40 20 300 4 4 3788 1212 242.4000 .2424 24.24 1.7683 0 2500 500.0000 1.0000 100.00 2.7512
CWFR randInt 25 80 20 300 4 4 7799 2201 440.2000 .2201 22.01 1.7669 0 2500 500.0000 1.0000 100.00 2.7909
CWFR randInt 25 10 40 300 4 4 1042 208 41.6000 .1664 16.64 1.6878 0 5000 1000.0000 1.0000 100.00 2.7651
CWFR randInt 25 20 40 300 4 4 2109 391 78.2000 .1564 15.64 1.6498 0 5000 1000.0000 1.0000 100.00 2.7098
CWFR randInt 25 40 40 300 4 4 4255 745 149.0000 .1490 14.90 1.6598 0 5000 1000.0000 1.0000 100.00 2.7680
CWFR randInt 25 80 40 300 4 4 8429 1571 314.2000 .1571 15.71 1.6863 0 5000 1000.0000 1.0000 100.00 2.7815
CWFR randInt 25 10 80 300 4 4 1147 103 20.6000 .0824 8.24 1.5808 0 10000 2000.0000 1.0000 100.00 2.7768
CWFR randInt 25 20 80 300 4 4 2292 208 41.6000 .0832 8.32 1.5738 0 10000 2000.0000 1.0000 100.00 2.7543
CWFR randInt 25 40 80 300 4 4 4599 401 80.2000 .0802 8.02 1.5642 0 10000 2000.0000 1.0000 100.00 2.7363
CWFR randInt 25 80 80 300 4 4 9232 768 153.6000 .0768 7.68 1.5643 0 10000 2000.0000 1.0000 100.00 2.7549
SSO_APRX randInt 25 10 10 300 4 4 911 339 67.8000 .2712 27.12 3.5054 520 730 146.0000 .5840 58.40 3.0374
SSO_APRX randInt 25 20 10 300 4 4 1771 729 145.8000 .2916 29.16 3.4840 506 744 148.8000 .5952 59.52 3.0535
SSO_APRX randInt 25 40 10 300 4 4 3393 1607 321.4000 .3214 32.14 3.5562 485 765 153.0000 .6120 61.20 3.0789
SSO_APRX randInt 25 80 10 300 4 4 6729 3271 654.2000 .3271 32.71 3.6362 444 806 161.2000 .6448 64.48 3.1763
SSO_APRX randInt 25 10 20 300 4 4 670 580 116.0000 .4640 46.40 5.4641 276 2224 444.8000 .8896 88.96 4.2294
SSO_APRX randInt 25 20 20 300 4 4 1233 1267 253.4000 .5068 50.68 5.4897 273 2227 445.4000 .8908 89.08 4.1742
SSO_APRX randInt 25 40 20 300 4 4 2509 2491 498.2000 .4982 49.82 5.4448 300 2200 440.0000 .8800 88.00 4.1259
SSO_APRX randInt 25 80 20 300 4 4 4970 5030 1006.0000 .5030 50.30 5.4865 274 2226 445.2000 .8904 89.04 4.1839
SSO_APRX randInt 25 10 40 300 4 4 353 897 179.4000 .7176 71.76 7.7896 75 4925 985.0000 .9850 98.50 4.8308
SSO_APRX randInt 25 20 40 300 4 4 709 1791 358.2000 .7164 71.64 7.5482 55 4945 989.0000 .9890 98.90 4.8284
SSO_APRX randInt 25 40 40 300 4 4 1435 3565 713.0000 .7130 71.30 7.8941 70 4930 986.0000 .9860 98.60 4.8613
SSO_APRX randInt 25 80 40 300 4 4 2731 7269 1453.8000 .7269 72.69 7.6879 76 4924 984.8000 .9848 98.48 4.8242
SSO_APRX randInt 25 10 80 300 4 4 150 1100 220.0000 .8800 88.00 11.4506 38 9962 1992.4000 .9962 99.62 5.0557
SSO_APRX randInt 25 20 80 300 4 4 317 2183 436.6000 .8732 87.32 11.4095 35 9965 1993.0000 .9965 99.65 5.0530
SSO_APRX randInt 25 40 80 300 4 4 594 4406 881.2000 .8812 88.12 11.3402 36 9964 1992.8000 .9964 99.64 5.0707
