Protocol Version #Servers #Readers #Writers #Q RInt WInt RTot1Comm RTot2Comm RAve2comm RRatio RPercentage RAveTime WTot1Comm WTot2Comm WAve2comm WRatio WPercentage WAveTime
SSO_APRX randInt 20 20 10 20 4 4 2182 318 63.6000 .1272 12.72 1.7927 653 597 119.4000 .4776 47.76 2.2060
SSO_APRX randInt 20 40 10 20 4 4 4329 671 134.2000 .1342 13.42 1.8001 739 511 102.2000 .4088 40.88 2.1013
SSO_APRX randInt 20 80 10 20 4 4 8488 1512 302.4000 .1512 15.12 1.8197 751 499 99.8000 .3992 39.92 2.1107
SSO_APRX randInt 20 10 20 20 4 4 974 276 55.2000 .2208 22.08 2.0404 593 1907 381.4000 .7628 76.28 2.6427
SSO_APRX randInt 20 20 20 20 4 4 1893 607 121.4000 .2428 24.28 2.0643 643 1857 371.4000 .7428 74.28 2.6114
SSO_APRX randInt 20 40 20 20 4 4 3748 1252 250.4000 .2504 25.04 2.0859 598 1902 380.4000 .7608 76.08 2.6028
SSO_APRX randInt 20 80 20 20 4 4 7600 2400 480.0000 .2400 24.00 2.0808 630 1870 374.0000 .7480 74.80 2.6176
SSO_APRX randInt 20 10 40 20 4 4 821 429 85.8000 .3432 34.32 2.4266 175 4825 965.0000 .9650 96.50 2.9527
SSO_APRX randInt 20 20 40 20 4 4 1617 883 176.6000 .3532 35.32 2.4208 176 4824 964.8000 .9648 96.48 2.9469
SSO_APRX randInt 20 40 40 20 4 4 3198 1802 360.4000 .3604 36.04 2.4530 201 4799 959.8000 .9598 95.98 2.9505
SSO_APRX randInt 20 80 40 20 4 4 6387 3613 722.6000 .3613 36.13 2.4453 170 4830 966.0000 .9660 96.60 2.9827
SSO_APRX randInt 20 10 80 20 4 4 612 638 127.6000 .5104 51.04 2.9495 59 9941 1988.2000 .9941 99.41 3.0009
SSO_APRX randInt 20 20 80 20 4 4 1229 1271 254.2000 .5084 50.84 3.0064 77 9923 1984.6000 .9923 99.23 3.0432
SSO_APRX randInt 20 40 80 20 4 4 2497 2503 500.6000 .5006 50.06 2.9743 66 9934 1986.8000 .9934 99.34 3.0219
SSO_APRX randInt 20 80 80 20 4 4 5026 4974 994.8000 .4974 49.74 2.9167 74 9926 1985.2000 .9926 99.26 2.9778
