Protocol Version #Servers #Readers #Writers #Q RInt WInt RTot1Comm RTot2Comm RAve2comm RRatio RPercentage RAveTime WTot1Comm WTot2Comm WAve2comm WRatio WPercentage WAveTime
SSO_APRX randInt 10 10 10 45 4 4 632 618 123.6000 .4944 49.44 1.7766 0 1250 250.0000 1.0000 100.00 2.1938
SSO_APRX randInt 10 20 10 45 4 4 1281 1219 243.8000 .4876 48.76 1.7598 0 1250 250.0000 1.0000 100.00 2.2000
SSO_APRX randInt 10 40 10 45 4 4 2526 2474 494.8000 .4948 49.48 1.7819 0 1250 250.0000 1.0000 100.00 2.2060
SSO_APRX randInt 10 80 10 45 4 4 5152 4848 969.6000 .4848 48.48 1.7502 0 1250 250.0000 1.0000 100.00 2.2065
SSO_APRX randInt 10 10 20 45 4 4 438 812 162.4000 .6496 64.96 1.9518 0 2500 500.0000 1.0000 100.00 2.2507
SSO_APRX randInt 10 20 20 45 4 4 879 1621 324.2000 .6484 64.84 1.9110 0 2500 500.0000 1.0000 100.00 2.1801
SSO_APRX randInt 10 40 20 45 4 4 1859 3141 628.2000 .6282 62.82 1.9003 0 2500 500.0000 1.0000 100.00 2.1955
SSO_APRX randInt 10 80 20 45 4 4 3610 6390 1278.0000 .6390 63.90 1.9451 0 2500 500.0000 1.0000 100.00 2.2457
SSO_APRX randInt 10 10 40 45 4 4 265 985 197.0000 .7880 78.80 2.1420 0 5000 1000.0000 1.0000 100.00 2.2556
SSO_APRX randInt 10 20 40 45 4 4 508 1992 398.4000 .7968 79.68 2.1040 0 5000 1000.0000 1.0000 100.00 2.2092
SSO_APRX randInt 10 40 40 45 4 4 950 4050 810.0000 .8100 81.00 2.1611 0 5000 1000.0000 1.0000 100.00 2.2450
SSO_APRX randInt 10 80 40 45 4 4 2026 7974 1594.8000 .7974 79.74 2.1320 0 5000 1000.0000 1.0000 100.00 2.2410
SSO_APRX randInt 10 10 80 45 4 4 93 1157 231.4000 .9256 92.56 2.2853 0 10000 2000.0000 1.0000 100.00 2.1980
SSO_APRX randInt 10 20 80 45 4 4 219 2281 456.2000 .9124 91.24 2.3288 0 10000 2000.0000 1.0000 100.00 2.2543
SSO_APRX randInt 10 40 80 45 4 4 407 4593 918.6000 .9186 91.86 2.3592 0 10000 2000.0000 1.0000 100.00 2.2790
SSO_APRX randInt 10 80 80 45 4 4 841 9159 1831.8000 .9159 91.59 2.3025 0 10000 2000.0000 1.0000 100.00 2.2294
